"C_ID";"G_ID";"JAHR";"B"
"GL";"1384";2007;3162.69162844741
"GR";"1384";2007;12207.6224064981
"JU";"1384";2007;642.256423309033
"LU";"1384";2007;8650.12542368933
"NE";"1384";2007;2919.74088819621
"NW";"1384";2007;908.54372368084
"OW";"1384";2007;632.421849417733
"SG";"1384";2007;128882.004333403
"SH";"1384";2007;6581.41932516813
"SO";"1384";2007;16887.0256197586
"SZ";"1384";2007;8724.71864437234
"TG";"1384";2007;47866.6037710082
"TI";"1384";2007;17992.3465332394
"UR";"1384";2007;399.88916457027
"VD";"1384";2007;13350.5318711045
"VS";"1384";2007;3102.43351038018
"ZG";"1384";2007;4780.91769484733
"ZH";"1384";2007;170506.736114051
"AG";"1386";2007;826
"AI";"1386";2007;4
"AR";"1386";2007;30
"BE";"1386";2007;1220
"BL";"1386";2007;222
"BS";"1386";2007;140
"FR";"1386";2007;366
"GE";"1386";2007;123
"GL";"1386";2007;39
"GR";"1386";2007;156
"JU";"1386";2007;103
"LU";"1386";2007;242
"NE";"1386";2007;182
"NW";"1386";2007;26
"OW";"1386";2007;23
"SG";"1386";2007;644
"SH";"1386";2007;112
"SO";"1386";2007;458
"SZ";"1386";2007;84
"TG";"1386";2007;222
"TI";"1386";2007;244
"UR";"1386";2007;15
"VD";"1386";2007;1055
"VS";"1386";2007;163
