"C_ID";"G_ID";"JAHR";"B"
"BL";"0484";2008;108.92
"BS";"0484";2008;188.32
"FR";"0484";2008;3657.5
"GE";"0484";2008;13.99
"GL";"0484";2008;75.85
"GR";"0484";2008;203.56
"JU";"0484";2008;12
"LU";"0484";2008;208.31
"NE";"0484";2008;46.34
"NW";"0484";2008;3.25
"OW";"0484";2008;7
"SG";"0484";2008;678.19
"SH";"0484";2008;89.41
"SO";"0484";2008;205.39
"SZ";"0484";2008;100.59
"TG";"0484";2008;475.32
"TI";"0484";2008;4209.47
"UR";"0484";2008;10
"VD";"0484";2008;65.13
"VS";"0484";2008;47.65
"ZG";"0484";2008;98.18
"ZH";"0484";2008;8511.94
"AG";"0509";2008;10084
"AI";"0509";2008;40
"AR";"0509";2008;200
"BE";"0509";2008;1160
"BL";"0509";2008;29462.0000000001
"BS";"0509";2008;64373
"FR";"0509";2008;79.9999999999999
"GE";"0509";2008;78
"GL";"0509";2008;57
"GR";"0509";2008;214
"JU";"0509";2008;95
"LU";"0509";2008;2811
"NE";"0509";2008;17
"NW";"0509";2008;553
"OW";"0509";2008;791
"SG";"0509";2008;1271
"SH";"0509";2008;1130
"SO";"0509";2008;7018
"SZ";"0509";2008;1286
"TG";"0509";2008;1587
"TI";"0509";2008;173
"UR";"0509";2008;724
"VD";"0509";2008;146
"VS";"0509";2008;87.9999999999999
"ZG";"0509";2008;3775
"ZH";"0509";2008;7100
"AG";"0556";2008;18.75
"AI";"0556";2008;1
"AR";"0556";2008;2.5
"BE";"0556";2008;19.18
"BL";"0556";2008;3.75
"BS";"0556";2008;1.08
"FR";"0556";2008;3.01
"GE";"0556";2008;4
"GL";"0556";2008;9
"GR";"0556";2008;2498.41
"LU";"0556";2008;6.67
"NW";"0556";2008;6.5
"SG";"0556";2008;16.66
"SH";"0556";2008;1
"SO";"0556";2008;12.83
"SZ";"0556";2008;1
"TG";"0556";2008;18.17
"TI";"0556";2008;53.51
"VD";"0556";2008;9
"ZG";"0556";2008;7.58
"ZH";"0556";2008;127.09
"ZH";"0558";2008;2140.02
"AG";"0749";2008;501.12
"AI";"0749";2008;2.16
"AR";"0749";2008;31.98
"BE";"0749";2008;1495.04
"BL";"0749";2008;616.1
"BS";"0749";2008;119
"FR";"0749";2008;5117.98
"GE";"0749";2008;6858.97
"GL";"0749";2008;42.84
"GR";"0749";2008;51.07
"JU";"0749";2008;536.43
"LU";"0749";2008;237.75
"NE";"0749";2008;2696.13
"NW";"0749";2008;12.42
"OW";"0749";2008;4
"SG";"0749";2008;369.04
"SH";"0749";2008;67.42
"SO";"0749";2008;145.25
"SZ";"0749";2008;1212.86
"TG";"0749";2008;7777.17
"TI";"0749";2008;6114.64
"UR";"0749";2008;24.49
"VD";"0749";2008;15339.43
"VS";"0749";2008;1856.75
"ZG";"0749";2008;113.75
"ZH";"0749";2008;11396.8
"AG";"0762";2008;1585
"AI";"0762";2008;183
"AR";"0762";2008;305
"BE";"0762";2008;11790
"BL";"0762";2008;348
"BS";"0762";2008;620
"FR";"0762";2008;339
"GE";"0762";2008;1066
"GL";"0762";2008;360
"GR";"0762";2008;347
"JU";"0762";2008;143
"LU";"0762";2008;1802
"NE";"0762";2008;163
"NW";"0762";2008;809
"OW";"0762";2008;538
"SG";"0762";2008;2342
"SH";"0762";2008;181
"SO";"0762";2008;1020
"SZ";"0762";2008;1427
"TG";"0762";2008;1206
"TI";"0762";2008;1082
"UR";"0762";2008;377
"VD";"0762";2008;1469
"VS";"0762";2008;244
"ZG";"0762";2008;552
"ZH";"0762";2008;4679
"AG";"0774";2008;14.25
"AI";"0774";2008;0.33
"AR";"0774";2008;2
"BE";"0774";2008;76.97
"BL";"0774";2008;13.68
"BS";"0774";2008;1.92
"FR";"0774";2008;2667.53
"GE";"0774";2008;67.67
"GL";"0774";2008;1
"GR";"0774";2008;24.65
"JU";"0774";2008;8.34
"LU";"0774";2008;16.09
"NE";"0774";2008;19.1
"NW";"0774";2008;1
"SG";"0774";2008;12
"SH";"0774";2008;10.42
"SO";"0774";2008;29.58
"SZ";"0774";2008;33
"TG";"0774";2008;11.08
"TI";"0774";2008;19.18
"VD";"0774";2008;868.92
"VS";"0774";2008;18577.55
"ZG";"0774";2008;17.5
"ZH";"0774";2008;560.5
"GL";"0780";2008;3918
"GR";"0780";2008;35
"SG";"0780";2008;132
"SZ";"0780";2008;64
"UR";"0780";2008;2
"VS";"0790";2008;1482
"GR";"0820";2008;2671
"AG";"0829";2008;544.83
"AR";"0829";2008;2
"BE";"0829";2008;1297.59
"BL";"0829";2008;67.41
"BS";"0829";2008;39.17
"FR";"0829";2008;78.83
"GE";"0829";2008;185.33
"GL";"0829";2008;33.16
"GR";"0829";2008;29.75
"JU";"0829";2008;38
"LU";"0829";2008;2350.07
"NE";"0829";2008;20.09
"NW";"0829";2008;41.59
"OW";"0829";2008;45.83
"SG";"0829";2008;138.32
"SH";"0829";2008;10.59
"SO";"0829";2008;28.09
"SZ";"0829";2008;467.84
"TG";"0829";2008;53.34
"TI";"0829";2008;125.08
"UR";"0829";2008;14
"VD";"0829";2008;81.17
"VS";"0829";2008;26.92
"ZG";"0829";2008;4022.34
"ZH";"0829";2008;8833.67
"AG";"0881";2008;14496
"AI";"0881";2008;158
"AR";"0881";2008;2279
"BE";"0881";2008;18603
"BL";"0881";2008;6140
"BS";"0881";2008;1271
"FR";"0881";2008;1745
"GE";"0881";2008;1876
"GL";"0881";2008;197
"GR";"0881";2008;3495
"JU";"0881";2008;3426
"LU";"0881";2008;5287
"NE";"0881";2008;517
"NW";"0881";2008;577
"OW";"0881";2008;380
"SG";"0881";2008;9154
"SH";"0881";2008;2131
"SO";"0881";2008;6541
"SZ";"0881";2008;1736
"TG";"0881";2008;3800
"TI";"0881";2008;6256
"UR";"0881";2008;163
"VD";"0881";2008;5481
"VS";"0881";2008;1384
"ZG";"0881";2008;2568
"ZH";"0881";2008;28287
"GR";"0901";2008;2360
"AG";"0923";2008;805
"AI";"0923";2008;10
"AR";"0923";2008;183
"BE";"0923";2008;1808
"BL";"0923";2008;1205
"BS";"0923";2008;266
"FR";"0923";2008;98
"GL";"0923";2008;70
"GR";"0923";2008;226
"LU";"0923";2008;88
"NW";"0923";2008;17
"OW";"0923";2008;9
"SG";"0923";2008;605
"SH";"0923";2008;117
"SO";"0923";2008;140
"SZ";"0923";2008;92
"TG";"0923";2008;1629
"UR";"0923";2008;8
"ZG";"0923";2008;55
"ZH";"0923";2008;4934
"BE";"0941";2008;84
"VS";"0941";2008;37162
"AG";"0966";2008;23
"AI";"0966";2008;2
"AR";"0966";2008;5
"BE";"0966";2008;13
"BL";"0966";2008;12
"BS";"0966";2008;3
"FR";"0966";2008;1
"GL";"0966";2008;10
"GR";"0966";2008;5975
"JU";"0966";2008;1
"LU";"0966";2008;27
"OW";"0966";2008;2
"SG";"0966";2008;86
"SH";"0966";2008;3
"SO";"0966";2008;8
"SZ";"0966";2008;12
"TG";"0966";2008;22
"TI";"0966";2008;2
"UR";"0966";2008;3
"VS";"0966";2008;1
"ZG";"0966";2008;13
"ZH";"0966";2008;80
"AG";"0994";2008;34353.166665696
"AI";"0994";2008;243.083333333
"AR";"0994";2008;776.166666647
"BE";"0994";2008;45380.583335254
"BL";"0994";2008;6198.33333336
"BS";"0994";2008;2541.500000029
"FR";"0994";2008;3861.333333263
"GE";"0994";2008;6982.58333315
"GL";"0994";2008;2707.499999896
"GR";"0994";2008;10804.916666428
"JU";"0994";2008;416.250000003
"LU";"0994";2008;17772.74999959
"NE";"0994";2008;11918.5833332
"NW";"0994";2008;1279.416666703
"OW";"0994";2008;1449.916666737
"SG";"0994";2008;16212.833333583
"SH";"0994";2008;6729.500000042
"SO";"0994";2008;2682.083333373
"SZ";"0994";2008;1417.16666669
"TG";"0994";2008;8535.249999893
"TI";"0994";2008;7010.163333247
