"fophNumber"	"version"	"ohiZone"	"insuredStock"
"1060"	"5"	"756.08"	"347"
"1060"	"5"	"756.18"	"2550"
"1060"	"5"	"756.26"	"259"
"1060"	"5"	"756.03"	"3176"
"1060"	"5"	"756.24"	"9335"
"1060"	"5"	"756.07"	"2156"
"1060"	"5"	"756.06"	"288"
"1060"	"5"	"756.17"	"8549"
"1060"	"5"	"756.14"	"6315"
"1060"	"5"	"756.11"	"4347"
"1060"	"5"	"756.05"	"1005"
"1060"	"5"	"756.20"	"8782"
"1060"	"5"	"756.21"	"12855"
"1060"	"5"	"756.04"	"180"
"1060"	"5"	"756.22"	"2620"
"1060"	"5"	"756.23"	"1783"
"1060"	"5"	"756.09"	"1734"
"1060"	"5"	"756.01"	"103911"
"1113"	"5"	"756.23"	"7271"
"1142"	"5"	"756.19"	"15"
"1142"	"5"	"756.15"	"9"
"1142"	"5"	"756.02"	"16"
"1142"	"5"	"756.13"	"2"
"1142"	"5"	"756.12"	"11"
"1142"	"5"	"756.10"	"86"
"1142"	"5"	"756.18"	"5"
"1142"	"5"	"756.26"	"6"
"1142"	"5"	"756.03"	"60"
"1142"	"5"	"756.17"	"46"
"1142"	"5"	"756.11"	"57"
"1142"	"5"	"756.05"	"430"
"1142"	"5"	"756.20"	"1"
"1142"	"5"	"756.21"	"51"
"1142"	"5"	"756.04"	"1"
"1142"	"5"	"756.23"	"33"
"1142"	"5"	"756.09"	"8"
"1142"	"5"	"756.01"	"18"
"1147"	"5"	"756.01"	"379"
"1318"	"5"	"756.19"	"78"
"1318"	"5"	"756.05"	"148"
"1318"	"5"	"756.09"	"9"
"1318"	"5"	"756.01"	"4619"
"1322"	"5"	"756.19"	"8309"
"1328"	"5"	"756.19"	"96"
"1328"	"5"	"756.16"	"1"
"1328"	"5"	"756.15"	"10"
"1328"	"5"	"756.02"	"66"
"1328"	"5"	"756.13"	"41"
"1328"	"5"	"756.12"	"15"
"1328"	"5"	"756.08"	"4"
"1328"	"5"	"756.18"	"28"
