"fophNumber"	"version"	"ohiZone"	"insuredStock"
"0881"	"3"	"756.09"	"2568"
"0881"	"3"	"756.01"	"28287"
"0901"	"3"	"756.18"	"2360"
"0923"	"3"	"756.19"	"805"
"0923"	"3"	"756.16"	"10"
"0923"	"3"	"756.15"	"183"
"0923"	"3"	"756.02"	"1808"
"0923"	"3"	"756.13"	"1205"
"0923"	"3"	"756.12"	"266"
"0923"	"3"	"756.10"	"98"
"0923"	"3"	"756.08"	"70"
"0923"	"3"	"756.18"	"226"
"0923"	"3"	"756.03"	"88"
"0923"	"3"	"756.07"	"17"
"0923"	"3"	"756.06"	"9"
"0923"	"3"	"756.17"	"605"
"0923"	"3"	"756.14"	"117"
"0923"	"3"	"756.11"	"140"
"0923"	"3"	"756.05"	"92"
"0923"	"3"	"756.20"	"1629"
"0923"	"3"	"756.04"	"8"
"0923"	"3"	"756.09"	"55"
"0923"	"3"	"756.01"	"4934"
"0941"	"3"	"756.02"	"84"
"0941"	"3"	"756.23"	"37162"
"0966"	"3"	"756.19"	"23"
"0966"	"3"	"756.16"	"2"
"0966"	"3"	"756.15"	"5"
"0966"	"3"	"756.02"	"13"
"0966"	"3"	"756.13"	"12"
"0966"	"3"	"756.12"	"3"
"0966"	"3"	"756.10"	"1"
"0966"	"3"	"756.08"	"10"
"0966"	"3"	"756.18"	"5975"
"0966"	"3"	"756.26"	"1"
"0966"	"3"	"756.03"	"27"
"0966"	"3"	"756.06"	"2"
"0966"	"3"	"756.17"	"86"
"0966"	"3"	"756.14"	"3"
"0966"	"3"	"756.11"	"8"
"0966"	"3"	"756.05"	"12"
"0966"	"3"	"756.20"	"22"
"0966"	"3"	"756.21"	"2"
"0966"	"3"	"756.04"	"3"
"0966"	"3"	"756.23"	"1"
"0966"	"3"	"756.09"	"13"
"0966"	"3"	"756.01"	"80"
"0994"	"3"	"756.19"	"34353"
"0994"	"3"	"756.16"	"243"
"0994"	"3"	"756.15"	"776"
"0994"	"3"	"756.02"	"45381"
"0994"	"3"	"756.13"	"6198"
"0994"	"3"	"756.12"	"2542"
"0994"	"3"	"756.10"	"3861"
"0994"	"3"	"756.25"	"6983"
"0994"	"3"	"756.08"	"2707"
"0994"	"3"	"756.18"	"10805"
"0994"	"3"	"756.26"	"416"
"0994"	"3"	"756.03"	"17773"
"0994"	"3"	"756.24"	"11919"
"0994"	"3"	"756.07"	"1279"
"0994"	"3"	"756.06"	"1450"
"0994"	"3"	"756.17"	"16213"
"0994"	"3"	"756.14"	"6730"
"0994"	"3"	"756.11"	"2682"
